0.00,0.00
0.10,0.01
0.20,0.02
0.30,0.03
0.40,0.04
0.50,0.05
0.60,0.07
0.70,0.08
0.80,0.09
0.90,0.10
1.00,0.11
1.10,0.12
1.20,0.13
1.30,0.14
1.40,0.15
1.50,0.16
1.60,0.17
1.70,0.19
1.80,0.20
1.90,0.21
2.00,0.22
2.10,0.23
2.20,0.24
2.30,0.25
2.40,0.26
2.50,0.27
2.60,0.28
2.70,0.29
2.80,0.30
2.90,0.31
3.00,0.32
3.10,0.33
3.20,0.34
3.30,0.35
3.40,0.36
3.50,0.37
3.60,0.38
3.70,0.39
3.80,0.40
3.90,0.41
4.00,0.42
4.10,0.43
4.20,0.44
4.30,0.45
4.40,0.46
4.50,0.47
4.60,0.48
4.70,0.49
4.80,0.50
4.90,0.51
5.00,0.52
5.10,0.53
5.20,0.54
5.30,0.55
5.40,0.56
5.50,0.57
5.60,0.58
5.70,0.59
5.80,0.59
5.90,0.60
6.00,0.61
6.10,0.62
6.20,0.63
6.30,0.64
6.40,0.65
6.50,0.65
6.60,0.66
6.70,0.67
6.80,0.68
6.90,0.69
7.00,0.69
7.10,0.70
7.20,0.71
7.30,0.72
7.40,0.73
7.50,0.73
7.60,0.74
7.70,0.75
7.80,0.75
7.90,0.76
8.00,0.77
8.10,0.78
8.20,0.78
8.30,0.79
8.40,0.80
8.50,0.80
8.60,0.81
8.70,0.82
8.80,0.82
8.90,0.83
9.00,0.83
9.10,0.84
9.20,0.85
9.30,0.85
9.40,0.86
9.50,0.86
9.60,0.87
9.70,0.87
9.80,0.88
9.90,0.88
10.00,0.89
10.10,0.89
10.20,0.90
10.30,0.90
10.40,0.91
10.50,0.91
10.60,0.92
10.70,0.92
10.80,0.93
10.90,0.93
11.00,0.93
11.10,0.94
11.20,0.94
11.30,0.95
11.40,0.95
11.50,0.95
11.60,0.96
11.70,0.96
11.80,0.96
11.90,0.96
12.00,0.97
12.10,0.97
12.20,0.97
12.30,0.98
12.40,0.98
12.50,0.98
12.60,0.98
12.70,0.98
12.80,0.99
12.90,0.99
13.00,0.99
13.10,0.99
13.20,0.99
13.30,0.99
13.40,0.99
13.50,1.00
13.60,1.00
13.70,1.00
13.80,1.00
13.90,1.00
14.00,1.00
14.10,1.00
14.20,1.00
14.30,1.00
14.40,1.00
14.50,1.00
14.60,1.00
14.70,1.00
14.80,1.00
14.90,1.00
15.00,1.00
15.10,1.00
15.20,1.00
15.30,0.99
15.40,0.99
15.50,0.99
15.60,0.99
15.70,0.99
15.80,0.99
15.90,0.99
16.00,0.98
16.10,0.98
16.20,0.98
16.30,0.98
16.40,0.97
16.50,0.97
16.60,0.97
16.70,0.97
16.80,0.96
16.90,0.96
17.00,0.96
17.10,0.95
17.20,0.95
17.30,0.95
17.40,0.94
17.50,0.94
17.60,0.94
17.70,0.93
17.80,0.93
17.90,0.92
18.00,0.92
18.10,0.92
18.20,0.91
18.30,0.91
18.40,0.90
18.50,0.90
18.60,0.89
18.70,0.89
18.80,0.88
18.90,0.88
19.00,0.87
19.10,0.87
19.20,0.86
19.30,0.85
19.40,0.85
19.50,0.84
19.60,0.84
19.70,0.83
19.80,0.83
19.90,0.82
20.00,0.81
20.10,0.81
20.20,0.80
20.30,0.79
20.40,0.79
20.50,0.78
20.60,0.77
20.70,0.77
20.80,0.76
20.90,0.75
21.00,0.74
21.10,0.74
21.20,0.73
21.30,0.72
21.40,0.71
21.50,0.71
21.60,0.70
21.70,0.69
21.80,0.68
21.90,0.67
22.00,0.67
22.10,0.66
22.20,0.65
22.30,0.64
22.40,0.63
22.50,0.62
22.60,0.62
22.70,0.61
22.80,0.60
22.90,0.59
23.00,0.58
23.10,0.57
23.20,0.56
23.30,0.55
23.40,0.54
23.50,0.54
23.60,0.53
23.70,0.52
23.80,0.51
23.90,0.50
24.00,0.49
24.10,0.48
24.20,0.47
24.30,0.46
24.40,0.45
24.50,0.44
24.60,0.43
24.70,0.42
24.80,0.41
24.90,0.40
25.00,0.39
25.10,0.38
25.20,0.37
25.30,0.36
25.40,0.35
25.50,0.34
25.60,0.33
25.70,0.32
25.80,0.31
25.90,0.30
26.00,0.29
26.10,0.28
26.20,0.27
26.30,0.25
26.40,0.24
26.50,0.23
26.60,0.22
26.70,0.21
26.80,0.20
26.90,0.19
27.00,0.18
27.10,0.17
27.20,0.16
27.30,0.15
27.40,0.14
27.50,0.13
27.60,0.11
27.70,0.10
27.80,0.09
27.90,0.08
28.00,0.07
28.10,0.06
28.20,0.05
28.30,0.04
28.40,0.03
28.50,0.02
28.60,0.01
28.70,-0.01
28.80,-0.02
28.90,-0.03
29.00,-0.04
29.10,-0.05
29.20,-0.06
29.30,-0.07
29.40,-0.08
29.50,-0.09
29.60,-0.10
29.70,-0.12
29.80,-0.13
29.90,-0.14
30.00,-0.15
30.10,-0.16
30.20,-0.17
30.30,-0.18
30.40,-0.19
30.50,-0.20
30.60,-0.21
30.70,-0.22
30.80,-0.23
30.90,-0.24
31.00,-0.26
31.10,-0.27
31.20,-0.28
31.30,-0.29
31.40,-0.30
31.50,-0.31
31.60,-0.32
31.70,-0.33
31.80,-0.34
31.90,-0.35
32.00,-0.36
32.10,-0.37
32.20,-0.38
32.30,-0.39
32.40,-0.40
32.50,-0.41
32.60,-0.42
32.70,-0.43
32.80,-0.44
32.90,-0.45
33.00,-0.46
33.10,-0.47
33.20,-0.48
33.30,-0.49
33.40,-0.50
33.50,-0.51
33.60,-0.52
33.70,-0.53
33.80,-0.54
33.90,-0.54
34.00,-0.55
34.10,-0.56
34.20,-0.57
34.30,-0.58
34.40,-0.59
34.50,-0.60
34.60,-0.61
34.70,-0.62
34.80,-0.62
34.90,-0.63
35.00,-0.64
35.10,-0.65
35.20,-0.66
35.30,-0.67
35.40,-0.67
35.50,-0.68
35.60,-0.69
35.70,-0.70
35.80,-0.71
35.90,-0.71
36.00,-0.72
36.10,-0.73
36.20,-0.74
36.30,-0.74
36.40,-0.75
36.50,-0.76
36.60,-0.77
36.70,-0.77
36.80,-0.78
36.90,-0.79
37.00,-0.79
37.10,-0.80
37.20,-0.81
37.30,-0.81
37.40,-0.82
37.50,-0.83
37.60,-0.83
37.70,-0.84
37.80,-0.84
37.90,-0.85
38.00,-0.86
38.10,-0.86
38.20,-0.87
38.30,-0.87
38.40,-0.88
38.50,-0.88
38.60,-0.89
38.70,-0.89
38.80,-0.90
38.90,-0.90
39.00,-0.91
39.10,-0.91
39.20,-0.92
39.30,-0.92
39.40,-0.92
39.50,-0.93
39.60,-0.93
39.70,-0.94
39.80,-0.94
39.90,-0.94
40.00,-0.95
40.10,-0.95
40.20,-0.95
40.30,-0.96
40.40,-0.96
40.50,-0.96
40.60,-0.97
40.70,-0.97
40.80,-0.97
40.90,-0.97
41.00,-0.98
41.10,-0.98
41.20,-0.98
41.30,-0.98
41.40,-0.99
41.50,-0.99
41.60,-0.99
41.70,-0.99
41.80,-0.99
41.90,-0.99
42.00,-0.99
42.10,-1.00
42.20,-1.00
42.30,-1.00
42.40,-1.00
42.50,-1.00
42.60,-1.00
42.70,-1.00
42.80,-1.00
42.90,-1.00
43.00,-1.00
43.10,-1.00
43.20,-1.00
43.30,-1.00
43.40,-1.00
43.50,-1.00
43.60,-1.00
43.70,-1.00
43.80,-1.00
43.90,-0.99
44.00,-0.99
44.10,-0.99
44.20,-0.99
44.30,-0.99
44.40,-0.99
44.50,-0.99
44.60,-0.98
44.70,-0.98
44.80,-0.98
44.90,-0.98
45.00,-0.98
45.10,-0.97
45.20,-0.97
45.30,-0.97
45.40,-0.96
45.50,-0.96
45.60,-0.96
45.70,-0.96
45.80,-0.95
45.90,-0.95
46.00,-0.95
46.10,-0.94
46.20,-0.94
46.30,-0.93
46.40,-0.93
46.50,-0.93
46.60,-0.92
46.70,-0.92
46.80,-0.91
46.90,-0.91
47.00,-0.90
47.10,-0.90
47.20,-0.89
47.30,-0.89
47.40,-0.88
47.50,-0.88
47.60,-0.87
47.70,-0.87
47.80,-0.86
47.90,-0.86
48.00,-0.85
48.10,-0.85
48.20,-0.84
48.30,-0.83
48.40,-0.83
48.50,-0.82
48.60,-0.82
48.70,-0.81
48.80,-0.80
48.90,-0.80
49.00,-0.79
49.10,-0.78
49.20,-0.78
49.30,-0.77
49.40,-0.76
49.50,-0.75
49.60,-0.75
49.70,-0.74
49.80,-0.73
49.90,-0.73
50.00,-0.72
50.10,-0.71
50.20,-0.70
50.30,-0.69
50.40,-0.69
50.50,-0.68
50.60,-0.67
50.70,-0.66
50.80,-0.65
50.90,-0.65
51.00,-0.64
51.10,-0.63
51.20,-0.62
51.30,-0.61
51.40,-0.60
51.50,-0.59
51.60,-0.58
51.70,-0.58
51.80,-0.57
51.90,-0.56
52.00,-0.55
52.10,-0.54
52.20,-0.53
52.30,-0.52
52.40,-0.51
52.50,-0.50
52.60,-0.49
52.70,-0.48
52.80,-0.47
52.90,-0.46
53.00,-0.45
53.10,-0.44
53.20,-0.43
53.30,-0.42
53.40,-0.41
53.50,-0.40
53.60,-0.39
53.70,-0.38
53.80,-0.37
53.90,-0.36
54.00,-0.35
54.10,-0.34
54.20,-0.33
54.30,-0.32
54.40,-0.31
54.50,-0.30
54.60,-0.29
54.70,-0.28
54.80,-0.27
54.90,-0.26
55.00,-0.25
55.10,-0.24
55.20,-0.23
55.30,-0.22
55.40,-0.21
55.50,-0.20
55.60,-0.18
55.70,-0.17
55.80,-0.16
55.90,-0.15
56.00,-0.14
56.10,-0.13
56.20,-0.12
56.30,-0.11
56.40,-0.10
56.50,-0.09
56.60,-0.08
56.70,-0.07
56.80,-0.05
56.90,-0.04
57.00,-0.03
57.10,-0.02
57.20,-0.01
57.30,0.00
57.40,0.01
57.50,0.02
57.60,0.03
57.70,0.04
57.80,0.06
57.90,0.07
58.00,0.08
58.10,0.09
58.20,0.10
58.30,0.11
58.40,0.12
58.50,0.13
58.60,0.14
58.70,0.15
58.80,0.16
58.90,0.18
59.00,0.19
59.10,0.20
59.20,0.21
59.30,0.22
59.40,0.23
59.50,0.24
59.60,0.25
59.70,0.26
59.80,0.27
59.90,0.28
60.00,0.29
60.10,0.30
60.20,0.31
60.30,0.32
60.40,0.33
60.50,0.34
60.60,0.35
60.70,0.36
60.80,0.37
60.90,0.39
61.00,0.40
61.10,0.41
61.20,0.42
61.30,0.43
61.40,0.44
61.50,0.44
61.60,0.45
61.70,0.46
61.80,0.47
61.90,0.48
62.00,0.49
62.10,0.50
62.20,0.51
62.30,0.52
62.40,0.53
62.50,0.54
62.60,0.55
62.70,0.56
62.80,0.57
62.90,0.58
63.00,0.59
63.10,0.59
63.20,0.60
63.30,0.61
63.40,0.62
63.50,0.63
63.60,0.64
63.70,0.65
63.80,0.65
63.90,0.66
64.00,0.67
64.10,0.68
64.20,0.69
64.30,0.69
64.40,0.70
64.50,0.71
64.60,0.72
64.70,0.73
64.80,0.73
64.90,0.74
65.00,0.75
65.10,0.76
65.20,0.76
65.30,0.77
65.40,0.78
65.50,0.78
65.60,0.79
65.70,0.80
65.80,0.80
65.90,0.81
66.00,0.82
66.10,0.82
66.20,0.83
66.30,0.83
66.40,0.84
66.50,0.85
66.60,0.85
66.70,0.86
66.80,0.86
66.90,0.87
67.00,0.87
67.10,0.88
67.20,0.88
67.30,0.89
67.40,0.89
67.50,0.90
67.60,0.90
67.70,0.91
67.80,0.91
67.90,0.92
68.00,0.92
68.10,0.93
68.20,0.93
68.30,0.93
68.40,0.94
68.50,0.94
68.60,0.95
68.70,0.95
68.80,0.95
68.90,0.96
69.00,0.96
69.10,0.96
69.20,0.97
69.30,0.97
69.40,0.97
69.50,0.97
69.60,0.98
69.70,0.98
69.80,0.98
69.90,0.98
70.00,0.98
70.10,0.99
70.20,0.99
70.30,0.99
70.40,0.99
70.50,0.99
70.60,0.99
70.70,0.99
70.80,1.00
70.90,1.00
71.00,1.00
71.10,1.00
71.20,1.00
71.30,1.00
71.40,1.00
71.50,1.00
71.60,1.00
71.70,1.00
71.80,1.00
71.90,1.00
72.00,1.00
72.10,1.00
72.20,1.00
72.30,1.00
72.40,1.00
72.50,1.00
72.60,0.99
72.70,0.99
72.80,0.99
72.90,0.99
73.00,0.99
73.10,0.99
73.20,0.99
73.30,0.98
73.40,0.98
73.50,0.98
73.60,0.98
73.70,0.97
73.80,0.97
73.90,0.97
74.00,0.97
74.10,0.96
74.20,0.96
74.30,0.96
74.40,0.95
74.50,0.95
74.60,0.95
74.70,0.94
74.80,0.94
74.90,0.94
75.00,0.93
75.10,0.93
75.20,0.92
75.30,0.92
75.40,0.92
75.50,0.91
75.60,0.91
75.70,0.90
75.80,0.90
75.90,0.89
76.00,0.89
76.10,0.88
76.20,0.88
76.30,0.87
76.40,0.87
76.50,0.86
76.60,0.85
76.70,0.85
76.80,0.84
76.90,0.84
77.00,0.83
77.10,0.82
77.20,0.82
77.30,0.81
77.40,0.81
77.50,0.80
77.60,0.79
77.70,0.79
77.80,0.78
77.90,0.77
78.00,0.77
78.10,0.76
78.20,0.75
78.30,0.74
78.40,0.74
78.50,0.73
78.60,0.72
78.70,0.71
78.80,0.71
78.90,0.70
79.00,0.69
79.10,0.68
79.20,0.67
79.30,0.67
79.40,0.66
79.50,0.65
79.60,0.64
79.70,0.63
79.80,0.62
79.90,0.62
80.00,0.61
80.10,0.60
80.20,0.59
80.30,0.58
80.40,0.57
80.50,0.56
80.60,0.55
80.70,0.54
80.80,0.53
80.90,0.53
81.00,0.52
81.10,0.51
81.20,0.50
81.30,0.49
81.40,0.48
81.50,0.47
81.60,0.46
81.70,0.45
81.80,0.44
81.90,0.43
82.00,0.42
82.10,0.41
82.20,0.40
82.30,0.39
82.40,0.38
82.50,0.37
82.60,0.36
82.70,0.35
82.80,0.34
82.90,0.33
83.00,0.32
83.10,0.31
83.20,0.30
83.30,0.29
83.40,0.28
83.50,0.26
83.60,0.25
83.70,0.24
83.80,0.23
83.90,0.22
84.00,0.21
84.10,0.20
84.20,0.19
84.30,0.18
84.40,0.17
84.50,0.16
84.60,0.15
84.70,0.14
84.80,0.13
84.90,0.11
85.00,0.10
85.10,0.09
85.20,0.08
85.30,0.07
85.40,0.06
85.50,0.05
85.60,0.04
85.70,0.03
85.80,0.02
85.90,0.00
86.00,-0.01
86.10,-0.02
86.20,-0.03
86.30,-0.04
86.40,-0.05
86.50,-0.06
86.60,-0.07
86.70,-0.08
86.80,-0.09
86.90,-0.10
87.00,-0.12
87.10,-0.13
87.20,-0.14
87.30,-0.15
87.40,-0.16
87.50,-0.17
87.60,-0.18
87.70,-0.19
87.80,-0.20
87.90,-0.21
88.00,-0.22
88.10,-0.23
88.20,-0.24
88.30,-0.26
88.40,-0.27
88.50,-0.28
88.60,-0.29
88.70,-0.30
88.80,-0.31
88.90,-0.32
89.00,-0.33
89.10,-0.34
89.20,-0.35
89.30,-0.36
89.40,-0.37
89.50,-0.38
89.60,-0.39
89.70,-0.40
89.80,-0.41
89.90,-0.42
90.00,-0.43
90.10,-0.44
90.20,-0.45
90.30,-0.46
90.40,-0.47
90.50,-0.48
90.60,-0.49
90.70,-0.50
90.80,-0.51
90.90,-0.52
91.00,-0.53
91.10,-0.54
91.20,-0.55
91.30,-0.55
91.40,-0.56
91.50,-0.57
91.60,-0.58
91.70,-0.59
91.80,-0.60
91.90,-0.61
92.00,-0.62
92.10,-0.62
92.20,-0.63
92.30,-0.64
92.40,-0.65
92.50,-0.66
92.60,-0.67
92.70,-0.67
92.80,-0.68
92.90,-0.69
93.00,-0.70
93.10,-0.71
93.20,-0.71
93.30,-0.72
93.40,-0.73
93.50,-0.74
93.60,-0.74
93.70,-0.75
93.80,-0.76
93.90,-0.77
94.00,-0.77
94.10,-0.78
94.20,-0.79
94.30,-0.79
94.40,-0.80
94.50,-0.81
94.60,-0.81
94.70,-0.82
94.80,-0.83
94.90,-0.83
95.00,-0.84
95.10,-0.84
95.20,-0.85
95.30,-0.86
95.40,-0.86
95.50,-0.87
95.60,-0.87
95.70,-0.88
95.80,-0.88
95.90,-0.89
96.00,-0.89
96.10,-0.90
96.20,-0.90
96.30,-0.91
96.40,-0.91
96.50,-0.92
96.60,-0.92
96.70,-0.92
96.80,-0.93
96.90,-0.93
97.00,-0.94
97.10,-0.94
97.20,-0.94
97.30,-0.95
97.40,-0.95
97.50,-0.95
97.60,-0.96
97.70,-0.96
97.80,-0.96
97.90,-0.97
98.00,-0.97
98.10,-0.97
98.20,-0.97
98.30,-0.98
98.40,-0.98
98.50,-0.98
98.60,-0.98
98.70,-0.99
98.80,-0.99
98.90,-0.99
99.00,-0.99
99.10,-0.99
99.20,-0.99
99.30,-0.99
99.40,-1.00
99.50,-1.00
99.60,-1.00
99.70,-1.00
99.80,-1.00
99.90,-1.00
